

Microchip MPLAB XC8 Assembler V2.10 build 88905656 
                                                                                               Fri Feb 21 14:40:35 2020

Microchip MPLAB XC8 C Compiler v2.10 (Free license) build 20190730164152 Og1 
     1                           	processor	16F887
     2                           	opt	pw 120
     3                           	opt	flic
     4                           	psect	strings,global,class=STRING,delta=2
     5                           	psect	cinit,global,class=CODE,merge=1,delta=2
     6                           	psect	cstackCOMMON,global,class=COMMON,space=1,delta=1
     7                           	psect	cstackBANK0,global,class=BANK0,space=1,delta=1
     8                           	psect	maintext,global,class=CODE,split=1,delta=2
     9                           	psect	text1,local,class=CODE,merge=1,delta=2
    10                           	psect	text2,local,class=CODE,merge=1,delta=2
    11                           	psect	text3,local,class=CODE,merge=1,delta=2
    12                           	psect	text4,local,class=CODE,merge=1,delta=2
    13                           	psect	text5,local,class=CODE,merge=1,delta=2
    14                           	psect	text6,local,class=CODE,merge=1,delta=2
    15                           	psect	text7,local,class=CODE,merge=1,delta=2,group=1
    16                           	dabs	1,0x7E,2
    17  0000                     
    18                           ; Version 2.10
    19                           ; Generated 31/07/2019 GMT
    20                           ; 
    21                           ; Copyright © 2019, Microchip Technology Inc. and its subsidiaries ("Microchip")
    22                           ; All rights reserved.
    23                           ; 
    24                           ; This software is developed by Microchip Technology Inc. and its subsidiaries ("Microch
      +                          ip").
    25                           ; 
    26                           ; Redistribution and use in source and binary forms, with or without modification, are
    27                           ; permitted provided that the following conditions are met:
    28                           ; 
    29                           ;     1. Redistributions of source code must retain the above copyright notice, this lis
      +                          t of
    30                           ;        conditions and the following disclaimer.
    31                           ; 
    32                           ;     2. Redistributions in binary form must reproduce the above copyright notice, this 
      +                          list
    33                           ;        of conditions and the following disclaimer in the documentation and/or other
    34                           ;        materials provided with the distribution.
    35                           ; 
    36                           ;     3. Microchip's name may not be used to endorse or promote products derived from th
      +                          is
    37                           ;        software without specific prior written permission.
    38                           ; 
    39                           ; THIS SOFTWARE IS PROVIDED BY MICROCHIP "AS IS" AND ANY EXPRESS OR IMPLIED WARRANTIES,
    40                           ; INCLUDING, BUT NOT LIMITED TO, THE IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS F
      +                          OR
    41                           ; PURPOSE ARE DISCLAIMED.  IN NO EVENT SHALL MICROCHIP BE LIABLE FOR ANY DIRECT, INDIREC
      +                          T,
    42                           ; INCIDENTAL, SPECIAL, EXEMPLARY, OR CONSEQUENTIAL DAMAGES (INCLUDING BUT NOT LIMITED TO
    43                           ; PROCUREMENT OF SUBSTITUTE GOODS OR SERVICES; LOSS OF USE, DATA OR PROFITS; OR BUSINESS
    44                           ; INTERRUPTION) HOWSOEVER CAUSED AND ON ANY THEORY OF LIABILITY, WHETHER IN CONTRACT, ST
      +                          RICT
    45                           ; LIABILITY, OR TORT (INCLUDING NEGLIGENCE OR OTHERWISE) ARISING IN ANY WAY OUT OF THE U
      +                          SE OF
    46                           ; THIS SOFTWARE, EVEN IF ADVISED OF THE POSSIBILITY OF SUCH DAMAGE.
    47                           ; 
    48                           ; 
    49                           ; Code-generator required, PIC16F887 Definitions
    50                           ; 
    51                           ; SFR Addresses
    52  0000                     	;# 
   185  0098                     	;# 
   186  0099                     	;# 
   187  009A                     	;# 
   188  009B                     	;# 
   189  009C                     	;# 
   190  009D                     	;# 
   191  009E                     	;# 
   192  009F                     	;# 
   193  0105                     	;# 
   194  0107                     	;# 
   195  0108                     	;# 
   196  0109                     	;# 
   197  010C                     	;# 
   198  010C                     	;# 
   199  010D                     	;# 
   200  010E                     	;# 
   201  010F                     	;# 
   202  0185                     	;# 
   203  0187                     	;# 
   204  0188                     	;# 
   205  0189                     	;# 
   206  018C                     	;# 
   207  018D                     	;# 
   208  0000                     	;# 
   209  0001                     	;# 
   210  0002                     	;# 
   211  0003                     	;# 
   212  0004                     	;# 
   213  0005                     	;# 
   214  0006                     	;# 
   215  0007                     	;# 
   216  0008                     	;# 
   217  0009                     	;# 
   218  000A                     	;# 
   219  000B                     	;# 
   220  000C                     	;# 
   221  000D                     	;# 
   222  000E                     	;# 
   223  000E                     	;# 
   224  000F                     	;# 
   225  0010                     	;# 
   226  0011                     	;# 
   227  0012                     	;# 
   228  0013                     	;# 
   229  0014                     	;# 
   230  0015                     	;# 
   231  0015                     	;# 
   232  0016                     	;# 
   233  0017                     	;# 
   234  0018                     	;# 
   235  0019                     	;# 
   236  001A                     	;# 
   237  001B                     	;# 
   238  001B                     	;# 
   239  001C                     	;# 
   240  001D                     	;# 
   241  001E                     	;# 
   242  001F                     	;# 
   243  0081                     	;# 
   244  0085                     	;# 
   245  0086                     	;# 
   246  0087                     	;# 
   247  0088                     	;# 
   248  0089                     	;# 
   249  008C                     	;# 
   250  008D                     	;# 
   251  008E                     	;# 
   252  008F                     	;# 
   253  0090                     	;# 
   254  0091                     	;# 
   255  0092                     	;# 
   256  0093                     	;# 
   257  0093                     	;# 
   258  0093                     	;# 
   259  0094                     	;# 
   260  0095                     	;# 
   261  0096                     	;# 
   262  0097                     	;# 
   263  0098                     	;# 
   264  0099                     	;# 
   265  009A                     	;# 
   266  009B                     	;# 
   267  009C                     	;# 
   268  009D                     	;# 
   269  009E                     	;# 
   270  009F                     	;# 
   271  0105                     	;# 
   272  0107                     	;# 
   273  0108                     	;# 
   274  0109                     	;# 
   275  010C                     	;# 
   276  010C                     	;# 
   277  010D                     	;# 
   278  010E                     	;# 
   279  010F                     	;# 
   280  0185                     	;# 
   281  0187                     	;# 
   282  0188                     	;# 
   283  0189                     	;# 
   284  018C                     	;# 
   285  018D                     	;# 
   286  0000                     	;# 
   287  0001                     	;# 
   288  0002                     	;# 
   289  0003                     	;# 
   290  0004                     	;# 
   291  0005                     	;# 
   292  0006                     	;# 
   293  0007                     	;# 
   294  0008                     	;# 
   295  0009                     	;# 
   296  000A                     	;# 
   297  000B                     	;# 
   298  000C                     	;# 
   299  000D                     	;# 
   300  000E                     	;# 
   301  000E                     	;# 
   302  000F                     	;# 
   303  0010                     	;# 
   304  0011                     	;# 
   305  0012                     	;# 
   306  0013                     	;# 
   307  0014                     	;# 
   308  0015                     	;# 
   309  0015                     	;# 
   310  0016                     	;# 
   311  0017                     	;# 
   312  0018                     	;# 
   313  0019                     	;# 
   314  001A                     	;# 
   315  001B                     	;# 
   316  001B                     	;# 
   317  001C                     	;# 
   318  001D                     	;# 
   319  001E                     	;# 
   320  001F                     	;# 
   321  0081                     	;# 
   322  0085                     	;# 
   323  0086                     	;# 
   324  0087                     	;# 
   325  0088                     	;# 
   326  0089                     	;# 
   327  008C                     	;# 
   328  008D                     	;# 
   329  008E                     	;# 
   330  008F                     	;# 
   331  0090                     	;# 
   332  0091                     	;# 
   333  0092                     	;# 
   334  0093                     	;# 
   335  0093                     	;# 
   336  0093                     	;# 
   337  0094                     	;# 
   338  0095                     	;# 
   339  0096                     	;# 
   340  0097                     	;# 
   341  0098                     	;# 
   342  0099                     	;# 
   343  009A                     	;# 
   344  009B                     	;# 
   345  009C                     	;# 
   346  009D                     	;# 
   347  009E                     	;# 
   348  009F                     	;# 
   349  0105                     	;# 
   350  0107                     	;# 
   351  0108                     	;# 
   352  0109                     	;# 
   353  010C                     	;# 
   354  010C                     	;# 
   355  010D                     	;# 
   356  010E                     	;# 
   357  010F                     	;# 
   358  0185                     	;# 
   359  0187                     	;# 
   360  0188                     	;# 
   361  0189                     	;# 
   362  018C                     	;# 
   363  018D                     	;# 
   364  0006                     _PORTBbits	set	6
   365  0013                     _SSPBUF	set	19
   366  0014                     _SSPCON	set	20
   367  0008                     _PORTD	set	8
   368  0006                     _PORTB	set	6
   369  0063                     _SSPIF	set	99
   370  005E                     _PEIE	set	94
   371  005F                     _GIE	set	95
   372  0091                     _SSPCON2bits	set	145
   373  0087                     _TRISCbits	set	135
   374  0094                     _SSPSTAT	set	148
   375  0093                     _SSPADD	set	147
   376  0091                     _SSPCON2	set	145
   377  0088                     _TRISD	set	136
   378  0086                     _TRISB	set	134
   379  0463                     _SSPIE	set	1123
   380  043C                     _TRISC4	set	1084
   381  043B                     _TRISC3	set	1083
   382  0189                     _ANSELH	set	393
   383  0188                     _ANSEL	set	392
   384                           
   385                           	psect	strings
   386  0003                     __pstrings:	
   387  0003                     stringtab:	
   388  0003                     __stringtab:	
   389  0003                     stringcode:	
   390                           ;	String table - string pointers are 1 byte each
   391                           
   392  0003                     stringdir:	
   393  0003  3000               	movlw	high stringdir
   394  0004  008A               	movwf	10
   395  0005  0804               	movf	4,w
   396  0006  0A84               	incf	4,f
   397  0007  0782               	addwf	2,f
   398  0008                     __stringbase:	
   399  0008  3400               	retlw	0
   400  0009                     __end_of__stringtab:	
   401  0009                     STR_1:	
   402  0009  3425               	retlw	37	;'%'
   403  000A  3464               	retlw	100	;'d'
   404  000B  3400               	retlw	0
   405                           
   406                           ; #config settings
   407  0000                     
   408                           	psect	cinit
   409  07FC                     start_initialization:	
   410  07FC                     __initialization:	
   411  07FC                     end_of_initialization:	
   412                           ;End of C runtime variable initialization code
   413                           
   414  07FC                     __end_of__initialization:	
   415  07FC  0183               	clrf	3
   416  07FD  120A  118A  2F7B   	ljmp	_main	;jump to C main() function
   417                           
   418                           	psect	cstackCOMMON
   419  0070                     __pcstackCOMMON:	
   420  0070                     ?_I2C_Master_Start:	
   421  0070                     ??_I2C_Master_Start:	
   422                           ; 1 bytes @ 0x0
   423                           
   424  0070                     ?_I2C_Master_Write:	
   425                           ; 1 bytes @ 0x0
   426                           
   427  0070                     ?_I2C_Master_Stop:	
   428                           ; 1 bytes @ 0x0
   429                           
   430  0070                     ??_I2C_Master_Stop:	
   431                           ; 1 bytes @ 0x0
   432                           
   433  0070                     ?_main:	
   434                           ; 1 bytes @ 0x0
   435                           
   436  0070                     ?_I2C_Master_Wait:	
   437                           ; 1 bytes @ 0x0
   438                           
   439  0070                     ??_I2C_Master_Wait:	
   440                           ; 1 bytes @ 0x0
   441                           
   442  0070                     ?_I2C_Master_Read:	
   443                           ; 1 bytes @ 0x0
   444                           
   445  0070                     ?___lldiv:	
   446                           ; 2 bytes @ 0x0
   447                           
   448  0070                     I2C_Master_Write@d:	
   449                           ; 4 bytes @ 0x0
   450                           
   451  0070                     I2C_Master_Read@a:	
   452                           ; 2 bytes @ 0x0
   453                           
   454  0070                     ___lldiv@divisor:	
   455                           ; 2 bytes @ 0x0
   456                           
   457                           
   458                           ; 4 bytes @ 0x0
   459  0070                     	ds	2
   460  0072                     ??_I2C_Master_Write:	
   461  0072                     ??_I2C_Master_Read:	
   462                           ; 1 bytes @ 0x2
   463                           
   464                           
   465                           ; 1 bytes @ 0x2
   466  0072                     	ds	2
   467  0074                     I2C_Master_Read@temp:	
   468  0074                     ___lldiv@dividend:	
   469                           ; 2 bytes @ 0x4
   470                           
   471                           
   472                           ; 4 bytes @ 0x4
   473  0074                     	ds	4
   474  0078                     ??___lldiv:	
   475                           
   476                           ; 1 bytes @ 0x8
   477  0078                     	ds	1
   478  0079                     ___lldiv@quotient:	
   479                           
   480                           ; 4 bytes @ 0x9
   481  0079                     	ds	4
   482  007D                     ___lldiv@counter:	
   483                           
   484                           ; 1 bytes @ 0xD
   485  007D                     	ds	1
   486                           
   487                           	psect	cstackBANK0
   488  0020                     __pcstackBANK0:	
   489  0020                     ?_I2C_Master_Init:	
   490  0020                     I2C_Master_Init@c:	
   491                           ; 1 bytes @ 0x0
   492                           
   493                           
   494                           ; 4 bytes @ 0x0
   495  0020                     	ds	4
   496  0024                     ??_I2C_Master_Init:	
   497                           
   498                           ; 1 bytes @ 0x4
   499  0024                     	ds	4
   500  0028                     ??_main:	
   501                           
   502                           ; 1 bytes @ 0x8
   503  0028                     	ds	3
   504                           
   505                           	psect	maintext
   506  077B                     __pmaintext:	
   507 ;;
   508 ;;Main: autosize = 0, tempsize = 3, incstack = 0, save=0
   509 ;;
   510 ;; *************** function _main *****************
   511 ;; Defined at:
   512 ;;		line 49 in file "I2C_Master.c"
   513 ;; Parameters:    Size  Location     Type
   514 ;;		None
   515 ;; Auto vars:     Size  Location     Type
   516 ;;		None
   517 ;; Return value:  Size  Location     Type
   518 ;;                  1    wreg      void 
   519 ;; Registers used:
   520 ;;		wreg, status,2, status,0, pclath, cstack
   521 ;; Tracked objects:
   522 ;;		On entry : B00/0
   523 ;;		On exit  : 0/0
   524 ;;		Unchanged: 0/0
   525 ;; Data sizes:     COMMON   BANK0   BANK1   BANK3   BANK2
   526 ;;      Params:         0       0       0       0       0
   527 ;;      Locals:         0       0       0       0       0
   528 ;;      Temps:          0       3       0       0       0
   529 ;;      Totals:         0       3       0       0       0
   530 ;;Total ram usage:        3 bytes
   531 ;; Hardware stack levels required when called:    2
   532 ;; This function calls:
   533 ;;		_I2C_Master_Init
   534 ;;		_I2C_Master_Read
   535 ;;		_I2C_Master_Start
   536 ;;		_I2C_Master_Stop
   537 ;;		_I2C_Master_Write
   538 ;; This function is called by:
   539 ;;		Startup code after reset
   540 ;; This function uses a non-reentrant model
   541 ;;
   542                           
   543                           
   544                           ;psect for function _main
   545  077B                     _main:	
   546  077B                     l948:	
   547                           ;incstack = 0
   548                           ; Regs used in _main: [wreg+status,2+status,0+pclath+cstack]
   549                           
   550                           
   551                           ;I2C_Master.c: 50:     ANSEL = 0;
   552  077B  1683               	bsf	3,5	;RP0=1, select bank3
   553  077C  1703               	bsf	3,6	;RP1=1, select bank3
   554  077D  0188               	clrf	8	;volatile
   555                           
   556                           ;I2C_Master.c: 51:     ANSELH = 0;
   557  077E  0189               	clrf	9	;volatile
   558                           
   559                           ;I2C_Master.c: 52:     TRISB = 0;
   560  077F  1683               	bsf	3,5	;RP0=1, select bank1
   561  0780  1303               	bcf	3,6	;RP1=0, select bank1
   562  0781  0186               	clrf	6	;volatile
   563                           
   564                           ;I2C_Master.c: 53:     TRISD = 0;
   565  0782  0188               	clrf	8	;volatile
   566                           
   567                           ;I2C_Master.c: 54:     PORTB = 0;
   568  0783  1283               	bcf	3,5	;RP0=0, select bank0
   569  0784  1303               	bcf	3,6	;RP1=0, select bank0
   570  0785  0186               	clrf	6	;volatile
   571                           
   572                           ;I2C_Master.c: 55:     PORTD = 0;
   573  0786  0188               	clrf	8	;volatile
   574  0787                     l950:	
   575                           
   576                           ;I2C_Master.c: 56:     I2C_Master_Init(100000);
   577  0787  3000               	movlw	0
   578  0788  00A3               	movwf	I2C_Master_Init@c+3
   579  0789  3001               	movlw	1
   580  078A  00A2               	movwf	I2C_Master_Init@c+2
   581  078B  3086               	movlw	134
   582  078C  00A1               	movwf	I2C_Master_Init@c+1
   583  078D  30A0               	movlw	160
   584  078E  00A0               	movwf	I2C_Master_Init@c
   585  078F  120A  118A  26DD  120A  118A  	fcall	_I2C_Master_Init
   586  0794                     l952:	
   587                           
   588                           ;I2C_Master.c: 58:         I2C_Master_Start();
   589  0794  120A  118A  2686  120A  118A  	fcall	_I2C_Master_Start
   590  0799                     l954:	
   591                           
   592                           ;I2C_Master.c: 59:         I2C_Master_Write(0x50);
   593  0799  3050               	movlw	80
   594  079A  00F0               	movwf	I2C_Master_Write@d
   595  079B  3000               	movlw	0
   596  079C  00F1               	movwf	I2C_Master_Write@d+1
   597  079D  120A  118A  2698  120A  118A  	fcall	_I2C_Master_Write
   598  07A2                     l956:	
   599                           
   600                           ;I2C_Master.c: 60:         I2C_Master_Write(PORTB);
   601  07A2  1283               	bcf	3,5	;RP0=0, select bank0
   602  07A3  1303               	bcf	3,6	;RP1=0, select bank0
   603  07A4  0806               	movf	6,w	;volatile
   604  07A5  00A8               	movwf	??_main
   605  07A6  01A9               	clrf	??_main+1
   606  07A7  0828               	movf	??_main,w
   607  07A8  00F0               	movwf	I2C_Master_Write@d
   608  07A9  0829               	movf	??_main+1,w
   609  07AA  00F1               	movwf	I2C_Master_Write@d+1
   610  07AB  120A  118A  2698  120A  118A  	fcall	_I2C_Master_Write
   611  07B0                     l958:	
   612                           
   613                           ;I2C_Master.c: 61:         I2C_Master_Stop();
   614  07B0  120A  118A  268F  120A  118A  	fcall	_I2C_Master_Stop
   615  07B5                     l960:	
   616                           
   617                           ;I2C_Master.c: 62:         _delay((unsigned long)((200)*(4000000/4000.0)));
   618  07B5  3002               	movlw	2
   619  07B6  1283               	bcf	3,5	;RP0=0, select bank0
   620  07B7  1303               	bcf	3,6	;RP1=0, select bank0
   621  07B8  00AA               	movwf	??_main+2
   622  07B9  3004               	movlw	4
   623  07BA  00A9               	movwf	??_main+1
   624  07BB  30B9               	movlw	185
   625  07BC  00A8               	movwf	??_main
   626  07BD                     u247:	
   627  07BD  0BA8               	decfsz	??_main,f
   628  07BE  2FBD               	goto	u247
   629  07BF  0BA9               	decfsz	??_main+1,f
   630  07C0  2FBD               	goto	u247
   631  07C1  0BAA               	decfsz	??_main+2,f
   632  07C2  2FBD               	goto	u247
   633  07C3  2FC4               	nop2
   634  07C4                     l962:	
   635                           
   636                           ;I2C_Master.c: 64:         I2C_Master_Start();
   637  07C4  120A  118A  2686  120A  118A  	fcall	_I2C_Master_Start
   638  07C9                     l964:	
   639                           
   640                           ;I2C_Master.c: 65:         I2C_Master_Write(0x51);
   641  07C9  3051               	movlw	81
   642  07CA  00F0               	movwf	I2C_Master_Write@d
   643  07CB  3000               	movlw	0
   644  07CC  00F1               	movwf	I2C_Master_Write@d+1
   645  07CD  120A  118A  2698  120A  118A  	fcall	_I2C_Master_Write
   646  07D2                     l966:	
   647                           
   648                           ;I2C_Master.c: 66:         PORTD = I2C_Master_Read(0);
   649  07D2  3000               	movlw	0
   650  07D3  00F0               	movwf	I2C_Master_Read@a
   651  07D4  00F1               	movwf	I2C_Master_Read@a+1
   652  07D5  120A  118A  26AF  120A  118A  	fcall	_I2C_Master_Read
   653  07DA  0870               	movf	?_I2C_Master_Read,w
   654  07DB  1283               	bcf	3,5	;RP0=0, select bank0
   655  07DC  1303               	bcf	3,6	;RP1=0, select bank0
   656  07DD  0088               	movwf	8	;volatile
   657  07DE                     l968:	
   658                           
   659                           ;I2C_Master.c: 67:         I2C_Master_Stop();
   660  07DE  120A  118A  268F  120A  118A  	fcall	_I2C_Master_Stop
   661  07E3                     l970:	
   662                           
   663                           ;I2C_Master.c: 68:         _delay((unsigned long)((200)*(4000000/4000.0)));
   664  07E3  3002               	movlw	2
   665  07E4  1283               	bcf	3,5	;RP0=0, select bank0
   666  07E5  1303               	bcf	3,6	;RP1=0, select bank0
   667  07E6  00AA               	movwf	??_main+2
   668  07E7  3004               	movlw	4
   669  07E8  00A9               	movwf	??_main+1
   670  07E9  30B9               	movlw	185
   671  07EA  00A8               	movwf	??_main
   672  07EB                     u257:	
   673  07EB  0BA8               	decfsz	??_main,f
   674  07EC  2FEB               	goto	u257
   675  07ED  0BA9               	decfsz	??_main+1,f
   676  07EE  2FEB               	goto	u257
   677  07EF  0BAA               	decfsz	??_main+2,f
   678  07F0  2FEB               	goto	u257
   679  07F1  2FF2               	nop2
   680  07F2                     l972:	
   681                           
   682                           ;I2C_Master.c: 69:         PORTB++;
   683  07F2  3001               	movlw	1
   684  07F3  1283               	bcf	3,5	;RP0=0, select bank0
   685  07F4  1303               	bcf	3,6	;RP1=0, select bank0
   686  07F5  00A8               	movwf	??_main
   687  07F6  0828               	movf	??_main,w
   688  07F7  0786               	addwf	6,f	;volatile
   689  07F8  2F94               	goto	l952
   690  07F9  120A  118A  2800   	ljmp	start
   691  07FC                     __end_of_main:	
   692                           
   693                           	psect	text1
   694  0698                     __ptext1:	
   695 ;; *************** function _I2C_Master_Write *****************
   696 ;; Defined at:
   697 ;;		line 54 in file "I2C_Init.c"
   698 ;; Parameters:    Size  Location     Type
   699 ;;  d               2    0[COMMON] unsigned int 
   700 ;; Auto vars:     Size  Location     Type
   701 ;;		None
   702 ;; Return value:  Size  Location     Type
   703 ;;                  1    wreg      void 
   704 ;; Registers used:
   705 ;;		wreg, status,2, status,0, pclath, cstack
   706 ;; Tracked objects:
   707 ;;		On entry : 0/0
   708 ;;		On exit  : 0/0
   709 ;;		Unchanged: 0/0
   710 ;; Data sizes:     COMMON   BANK0   BANK1   BANK3   BANK2
   711 ;;      Params:         2       0       0       0       0
   712 ;;      Locals:         0       0       0       0       0
   713 ;;      Temps:          0       0       0       0       0
   714 ;;      Totals:         2       0       0       0       0
   715 ;;Total ram usage:        2 bytes
   716 ;; Hardware stack levels used:    1
   717 ;; Hardware stack levels required when called:    1
   718 ;; This function calls:
   719 ;;		_I2C_Master_Wait
   720 ;; This function is called by:
   721 ;;		_main
   722 ;; This function uses a non-reentrant model
   723 ;;
   724                           
   725                           
   726                           ;psect for function _I2C_Master_Write
   727  0698                     _I2C_Master_Write:	
   728  0698                     l928:	
   729                           ;incstack = 0
   730                           ; Regs used in _I2C_Master_Write: [wreg+status,2+status,0+pclath+cstack]
   731                           
   732                           
   733                           ;I2C_Init.c: 54: void I2C_Master_Write(unsigned d);I2C_Init.c: 55: {;I2C_Init.c: 56:    
      +                           I2C_Master_Wait();
   734  0698  120A  118A  26A2  120A  118A  	fcall	_I2C_Master_Wait
   735  069D                     l930:	
   736                           
   737                           ;I2C_Init.c: 57:     SSPBUF = d;
   738  069D  0870               	movf	I2C_Master_Write@d,w
   739  069E  1283               	bcf	3,5	;RP0=0, select bank0
   740  069F  1303               	bcf	3,6	;RP1=0, select bank0
   741  06A0  0093               	movwf	19	;volatile
   742  06A1                     l79:	
   743  06A1  0008               	return
   744  06A2                     __end_of_I2C_Master_Write:	
   745                           
   746                           	psect	text2
   747  068F                     __ptext2:	
